web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time,updates,updates-href,createdby,shares
"1543706730-766","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/shave-my-head-for-charity-eeek","https://d2g8igdw686xgo.cloudfront.net/30257530_15277125820_r.jpeg","of £2,000 goal","£2,330","87","Raised by 87 people in 6 months","Updates   2","https://www.gofundme.com/shave-my-head-for-charity-eeek#updates","Created May 31, 2018","260"
"1543706840-809","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/fc8mm3-charity-skydive-for-mind","https://d2g8igdw686xgo.cloudfront.net/29103670_15263686100_r.jpg","of £700 goal","£603","39","Raised by 39 people in 7 months","null","","Created April 13, 2018","152"
"1543705693-384","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/5r0v2k","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/860695_1387259269.3463.jpg","of $15,000 goal","$12,827","149","Raised by 149 people in 60 months","null","","null","1.3k"
"1543706275-593","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/cya-peewee-minor-charity-fund","https://d2g8igdw686xgo.cloudfront.net/34618236_1542462906458419_r.jpeg","of $3,400 goal","$1,060","23","Raised by 23 people in 14 days","null","","Created November 17, 2018","15"
"1543705407-283","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/ftcrdreamscape2016","","of $15,000 goal","$7,782","745","Raised by 745 people in 29 months","Updates   4","https://www.gofundme.com/ftcrdreamscape2016#updates","null","131"
"1543705181-216","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/vc93c-marias-mission","https://d2g8igdw686xgo.cloudfront.net/17995320_1486237960.0298.jpg","of $24,000 goal","$6,630","46","Raised by 46 people in 22 months","Updates   6","https://www.gofundme.com/vc93c-marias-mission#updates","null","285"
"1543705174-214","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/inspiredlifecashforkilos","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1401427_1402995106.2026.jpg","of $50,000 goal","$38,542","209","Raised by 209 people in 55 months","null","","null","506"
"1543705915-459","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/awjnfy-shaving-my-head-for-charity","https://d2g8igdw686xgo.cloudfront.net/26065932_1512935785.712.jpg","of £400 goal","£1,110","91","Raised by 91 people in 11 months","Updates   1","https://www.gofundme.com/awjnfy-shaving-my-head-for-charity#updates","Created December 10, 2017","284"
"1543705312-255","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/helen-bachalo-charity-drive","https://d2g8igdw686xgo.cloudfront.net/28134008_1521229014.3545.jpg","of $10,000 goal","$11,525","117","Raised by 117 people in 8 months","null","","Created March 15, 2018","100"
"1543706806-796","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/jabinspool","https://d2g8igdw686xgo.cloudfront.net/18753154_1488991965.9311.jpg","of $2,000 goal","$1,145","60","Raised by 60 people in 21 months","null","","null","26"
"1543705294-250","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/laurasmindovergravityskydive","https://d2g8igdw686xgo.cloudfront.net/28868856_1527837341.8474.jpg","of £395 goal","£438","34","Raised by 34 people in 8 months","null","","Created April 4, 2018","57"
"1543706266-589","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/xwrtv-ben-nevis-charity-climb","https://d2g8igdw686xgo.cloudfront.net/27880940_15191573170_r.jpeg","of £1,000 goal","£135","12","Raised by 12 people in 9 months","null","","Created February 20, 2018","173"
"1543705381-276","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/julius039s-angels","https://d2g8igdw686xgo.cloudfront.net/30966976_1530305448316214_r.jpeg","of $20,000 goal","$3,935","36","Raised by 36 people in 5 months","null","","Created June 29, 2018","489"
"1543704514-17","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/A-Legacy-Through-Charity","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1932327_1407819717.6389.jpg","of $20,000 goal","$3,015","47","Raised by 47 people in 52 months","null","","null","1.7k"
"1543705030-171","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/pet-to-shave-his-head-for-charity","https://d2g8igdw686xgo.cloudfront.net/18586040_1488437571.8678.jpg","of $1,000 goal","$1,440","17","Raised by 17 people in 21 months","Updates   2","https://www.gofundme.com/pet-to-shave-his-head-for-charity#updates","null","194"
"1543704780-95","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/2017-monrovia-hs-scholarship-fund","https://d2g8igdw686xgo.cloudfront.net/20049806_1494179350.5016.jpg","of $4,444 goal","$810","13","Raised by 13 people in 19 months","Updates   3","https://www.gofundme.com/2017-monrovia-hs-scholarship-fund#updates","null","83"
"1543706278-594","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/1000-fly-for-charity","https://d2g8igdw686xgo.cloudfront.net/33454406_1538576628513139_r.jpeg","of $2,000 goal","$1,805","57","Raised by 57 people in 1 month","null","","Created October 3, 2018","257"
"1543705357-269","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/petal-a-lanarkshire-area-charity","https://d2g8igdw686xgo.cloudfront.net/25599024_15116263810_r.jpg","of £2,000 goal","£220","7","Raised by 7 people in 12 months","Updates   3","https://www.gofundme.com/petal-a-lanarkshire-area-charity#updates","Created November 24, 2017","77"
"1543707331-988","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/masons-brain-tumour-charity-fund","https://d2g8igdw686xgo.cloudfront.net/34546396_1542289386583373_r.jpeg","of £6,000 goal","£7,640","261","Raised by 261 people in 16 days","null","","Created November 15, 2018","952"
"1543707077-894","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/memorial-amp-charity-fundraiser","https://d2g8igdw686xgo.cloudfront.net/30322408_15279503960_r.jpeg","of $5,000 goal","$1,477","28","Raised by 28 people in 6 months","Updates   2","https://www.gofundme.com/memorial-amp-charity-fundraiser#updates","Created June 2, 2018","64"
"1543705982-481","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/pjy65-punchestown-charity-race","https://d2g8igdw686xgo.cloudfront.net/28044092_15198121860_r.jpg","of €1,000 goal","€250","9","Raised by 9 people in 9 months","null","","Created February 27, 2018","111"
"1543705159-209","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-in-need","https://d2g8igdw686xgo.cloudfront.net/27924148_1519306763.0538.jpg","of $5,000 goal","$600","6","Raised by 6 people in 9 months","null","","Created February 22, 2018","61"
"1543706966-854","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/groovin039-for-charity-jdcc","https://d2g8igdw686xgo.cloudfront.net/33757844_1539617642733078_r.jpeg","of $500 goal","$323","13","Raised by 13 people in 1 month","null","","Created October 15, 2018","76"
"1543705147-205","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/coast-to-coast-charity-cycle","https://d2g8igdw686xgo.cloudfront.net/28248062_15205100020_r.jpeg","of €500 goal","€310","15","Raised by 15 people in 8 months","null","","Created March 8, 2018","22"
"1543705566-337","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/3jiftuw","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/19084594_14902260210_r.jpg","of $20,000 goal","$15,284","208","Raised by 208 people in 20 months","Updates   2","https://www.gofundme.com/3jiftuw#updates","null","789"
"1543706901-829","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/10-mile-run-for-charity","https://d2g8igdw686xgo.cloudfront.net/32404002_1535136845279102_r.jpeg","of £150 goal","£610","19","Raised by 19 people in 3 months","null","","Created August 24, 2018","84"
"1543706314-607","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/dixies-battling-breast-cancer","https://d2g8igdw686xgo.cloudfront.net/19934530_1493181162.3778.jpg","of $3,000 goal","$1,870","35","Raised by 35 people in 19 months","Updates   1","https://www.gofundme.com/dixies-battling-breast-cancer#updates","null","713"
"1543706843-810","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/veronica-hector-fund","https://d2g8igdw686xgo.cloudfront.net/28461144_15213035490_r.jpeg","of $20,000 goal","$20,760","280","Raised by 280 people in 8 months","Updates   5","https://www.gofundme.com/veronica-hector-fund#updates","Created March 17, 2018","988"
"1543705370-273","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/gkpr6-charity-head-shave","https://d2g8igdw686xgo.cloudfront.net/22550100_1501075009.7391.jpg","of £1,000 goal","£1,300","62","Raised by 62 people in 16 months","null","","Created July 26, 2017","241"
"1543706273-592","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/pizzaexpress-charity-walk","https://d2g8igdw686xgo.cloudfront.net/30161380_15273344740_r.jpeg","of £1,100 goal","£1,206","23","Raised by 23 people in 6 months","null","","Created May 26, 2018","3"
"1543704995-160","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/tylers-hair-cut-for-young-carers","https://d2g8igdw686xgo.cloudfront.net/25446490_1510933277.2741.jpg","of £600 goal","£727","51","Raised by 51 people in 12 months","Updates   5","https://www.gofundme.com/tylers-hair-cut-for-young-carers#updates","Created November 17, 2017","202"
"1543706543-694","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/PhiSetSpikeforKidsinNeedFoundation","https://d2g8igdw686xgo.cloudfront.net/23609612_1504555034.3145.jpg","of $2,000 goal","$515","38","Raised by 38 people in 15 months","null","","Created September 4, 2017","75"
"1543706416-646","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/help-dinas-moms-funeral-cost","https://d2g8igdw686xgo.cloudfront.net/21089180_1497118731.6661.jpg","of $1,000 goal","$696","10","Raised by 10 people in 17 months","Updates   1","https://www.gofundme.com/help-dinas-moms-funeral-cost#updates","Created June 10, 2017","34"
"1543705867-442","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/55dn8lk","https://d2g8igdw686xgo.cloudfront.net/27745450_15186381800_r.jpg","of £200 goal","£270","26","Raised by 26 people in 9 months","null","","Created February 14, 2018","111"
"1543704773-93","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mars-family-needs-help","https://d2g8igdw686xgo.cloudfront.net/30114708_15271481640_r.jpeg","of $5,000 goal","$750","11","Raised by 11 people in 6 months","Updates   1","https://www.gofundme.com/mars-family-needs-help#updates","Created May 24, 2018","385"
"1543705942-466","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/8cbbvudw","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7083841_1448068363.5952.jpg","of $10,000 goal","$24,740","184","Raised by 184 people in 36 months","null","","null","1.5k"
"1543707058-887","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/castlerahan-cancer-charity-night","https://d2g8igdw686xgo.cloudfront.net/34304428_1541604955629581_r.jpeg","of €4,000 goal","€4,045","117","Raised by 117 people in 24 days","null","","Created November 7, 2018","350"
"1543706590-713","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/haircut-for-charity-help-me","https://d2g8igdw686xgo.cloudfront.net/27562660_1518014011.1783.jpg","of £300 goal","£375","20","Raised by 20 people in 9 months","null","","Created February 7, 2018","31"
"1543704991-159","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/vietnam-charity","https://d2g8igdw686xgo.cloudfront.net/31527338_1532246422618550_r.jpeg","of $1,000 goal","$1,011","13","Raised by 13 people in 4 months","null","","Created July 22, 2018","53"
"1543705107-193","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/nzcyclechallenge","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5078643_fb_1444190658.7014_funds.jpg","of £6,500 goal","£6,640","106","Raised by 106 people in 41 months","Updates   18","https://www.gofundme.com/nzcyclechallenge#updates","null","1.1k"
"1543705488-307","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/baby-freddies-charity","https://d2g8igdw686xgo.cloudfront.net/27901620_15192294780_r.jpeg","of £100 goal","£1,020","54","Raised by 54 people in 9 months","null","","Created February 21, 2018","323"
"1543704596-40","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/14ydok","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/170269_1386608026.1639.jpg","of $7,000 goal","$13,430","93","Raised by 93 people in 76 months","Updates   9","https://www.gofundme.com/14ydok#updates","null","801"
"1543707177-931","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/tates-charity-haircut","https://d2g8igdw686xgo.cloudfront.net/27336962_1517240183.7852.jpg","of £500 goal","£835","41","Raised by 41 people in 10 months","Updates   3","https://www.gofundme.com/tates-charity-haircut#updates","Created February 4, 2018","198"
"1543705456-298","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/change-for-children-charity","https://d2g8igdw686xgo.cloudfront.net/30791872_1529696411102469_r.jpeg","of $9,988 goal","$3,239","31","Raised by 31 people in 5 months","Updates   2","https://www.gofundme.com/change-for-children-charity#updates","Created June 22, 2018","146"
